region_code_key|city_state_key|gym_code_key|original_gym_name|gym_name|latitude|longitude|gym_location_city|gym_location_state|word_1|word_2|word_3|gmap_url|gym_image|json
BAG|BURBANKCA|LACHDO|Larrys Chili Dog|Larrys Chili Dog|34.1763|-118.345028|BURBANK|CA|LA|CH|DO|https://www.google.com/maps/place/34.1763,-118.345028|https://lh4.ggpht.com/WSdi2VK-9eKO47y4gJlE8jeryrQAcKDXrk4stRu7i_PunIFqfXmhkbBPefLOsIURVrPyjdUnjHbVj3QXMRB6dw|*
BAG|GLENDALECA|STBECA|St Bede Catholic Church|St Bede Catholic Church|34.196843|-118.183109|GLENDALE|CA|ST|BE|CA|https://www.google.com/maps/place/34.196843,-118.183109|https://lh5.ggpht.com/Vwem09hc4tjQ7TPEheWHJiJshJW_ORhYQHszojipOsV_pL73GPiiO9Om1bjIkNHWyZwb_XO2YwxSrrB8Or0|*
BAG|GLENDALECA|VEMEYO|Veterans Memorial|Veterans Memorial York Blvd|34.115235|-118.184305|GLENDALE|CA|VE|ME|YO|https://www.google.com/maps/place/34.115235,-118.184305|https://lh5.ggpht.com/J_sNwky4vexArj2FXtbMOC01gKLHWVwbPIRqe1k3eJHjdZzc1yIYcdE7Kww2a4wKZ07tkRkDVVcErgxuM2NhDCcjm4qlC7CisIyk979uZwoOOfju5g|*
BAG|GLENDALECA|MOCOCH|Montrose Community Church|Montrose Community Church|34.210681|-118.231613|GLENDALE|CA|MO|CO|CH|https://www.google.com/maps/place/34.210681,-118.231613|https://lh3.ggpht.com/LoMFhzTccR_yxde5xNickHopA_YqAFu7WeVQ0TGXi5cE8OR7XY3B7fHz6ra28EwiNROni_-4GUo3ngqmsDUT|*
BAG|GLENDALECA|RELITA|Red Lion Tavern|Red Lion Tavern|34.099173|-118.259108|GLENDALE|CA|RE|LI|TA|https://www.google.com/maps/place/34.099173,-118.259108|https://lh3.ggpht.com/uYnmxSM-7XvUx4B0FMpUuGsscabO9HlSrwZWHvEyRf_hibEgZN_baiq8I8Td2xFZnNnxft9IgvXDQODI9rw|*
BAG|GLENDALECA|MADIPA|Mayors Discovery Park|Mayors Discovery Park|34.211371|-118.215663|GLENDALE|CA|MA|DI|PA|https://www.google.com/maps/place/34.211371,-118.215663|https://lh3.googleusercontent.com/9O_bg-lCV4JI0DJhCaYfhKJyqAVhDAUZgdac4SQZw6UQuFlbXi3YHqaW1ZQSaYGa8r9QOAbwTf-hF790IHh7|*
BAG|GLENDALECA|SILACH|Silver Lake Chandelier Tree|Silver Lake Chandelier Tree|34.106906|-118.267373|GLENDALE|CA|SI|LA|CH|https://www.google.com/maps/place/34.106906,-118.267373|https://lh3.googleusercontent.com/_NEHqRg_pmUwzCRCc4w11Zy6fLQFC76wE_d8X7Rs9KL2_S0kLmLoIp7tGaiwSPZVtFa5o3PPfqdvVOMfbdwVmw|*
BAG|GLENDALECA|LACRWA|La Crescenta Water Tower|La Crescenta Water Tower|34.243538|-118.247505|GLENDALE|CA|LA|CR|WA|https://www.google.com/maps/place/34.243538,-118.247505|https://lh4.ggpht.com/QHDB0OxiMgrgxOLp_-wXYGR6L4JQXKPrtUBQbVP3UPOsqfyJw7NdzfPj9nOLbGHxhxnors4uf0F-RtSNfZPd|*
BAG|GLENDALECA|PIVI|Pinnacle Village|Pinnacle Village|34.242236|-118.253091|GLENDALE|CA|PI|VI||https://www.google.com/maps/place/34.242236,-118.253091|https://lh5.ggpht.com/87c1zytOZNVMOnqVFMfAO-0XpmRU2IXe3pXtVY2ppTf04R5X3A9LUrpvm67GENuud4dsZjksjw5pxKVztu8t|*
BAG|GLENDALECA|STFO|Stone Fountains|Stone Fountains|34.237277|-118.26065|GLENDALE|CA|ST|FO||https://www.google.com/maps/place/34.237277,-118.26065|https://lh4.ggpht.com/Y_JMdaDJJIQWHz_QgE6aMl995EIBBf6P1F-j9KeucEdVf0PKttzXaXuTtq7t0syxuxsb5Zurg8BukIJYVt-ZsDiBMpkRQea5qqrzxnt754IZEREx|*
BAG|GLENDALECA|ARPRCH|Armenian Prelacy Church|Armenian Prelacy Church|34.232574|-118.268669|GLENDALE|CA|AR|PR|CH|https://www.google.com/maps/place/34.232574,-118.268669|https://lh5.ggpht.com/yuAWbU8GD0ymf_VeY3nCrIjSaLu4g5zwAVnuD3O8zYhMhuJT6hYJohrYHamTclkMYEjT8oOslWyZ8dGGjota|*
NH|NORTHHILLSCA|SFJACO|SFV Japanese-American Community Center|SFV JapaneseAmerican Community Center|34.240271|-118.415212|NORTH HILLS|CA|SF|JA|CO|https://www.google.com/maps/place/34.240271,-118.415212|https://lh4.ggpht.com/IEr2GbgR3JBpdENtwS9pyRhfl97kRUv_FLQnwHfX6B5vo47rG_7GNTv4u45wTHirVzv1RhyGx9QJFEpXDcsf_g|*
NH|NORTHHILLSCA|OSNECH|Osborne Neighborhood Church|Osborne Neighborhood Church|34.241459|-118.427366|NORTH HILLS|CA|OS|NE|CH|https://www.google.com/maps/place/34.241459,-118.427366|https://lh4.ggpht.com/vFMzVYfJIg4P1vR0WBseEl0lAyDJ8v45-hIbT-7hnd4iyeWZ5RfPgNpgkpzDhjNFWBkU1uSGY00XCgxFo9V1|*
NH|NORTHHILLSCA|WAAR1|Wall Art|Wall Art 1|34.243284|-118.421485|NORTH HILLS|CA|WA|AR|1|https://www.google.com/maps/place/34.243284,-118.421485|https://lh6.ggpht.com/7fMsP9J5EAwT-SZ-X90T_mTy7S0oiPW3T3wvEaLQ3fcILSsnctF2VxXaEylNnlzC1r4KxbC3kZfbGLmaNHI|*
NH|NORTHHILLSCA|WAAR2|Wall Art|Wall Art 2|34.243455|-118.421667|NORTH HILLS|CA|WA|AR|2|https://www.google.com/maps/place/34.243455,-118.421667|https://lh4.ggpht.com/Z9PbGIv_2Hmuyfh1EtTsVsyiAOWAcZIH_XgAin5_vPl3Uvz3py7UZ754MG8gUqziBk9JU4hy3llX7xnA9YlT|*
NH|NORTHHILLSCA|THYEBE|The Yellow Bell|The Yellow Bell|34.223695|-118.381033|NORTH HILLS|CA|TH|YE|BE|https://www.google.com/maps/place/34.223695,-118.381033|https://lh3.ggpht.com/jCKmJLstBSdu750nbSuSQoJNwZBM1_UUbJ8p6LHRBbBRMzJVfDRMFiSmpzgf4Dmmjrkv-3pIauWaG4AonrBc|*
NH|NORTHHILLSCA|SUVAMU|Sun Valley Mural|Sun Valley Mural|34.224147|-118.376713|NORTH HILLS|CA|SU|VA|MU|https://www.google.com/maps/place/34.224147,-118.376713|https://lh6.ggpht.com/G6BOB_C5G0G6x8xmY2B0nn_-e_H-qrG6-ajA-M7FKzPJiuLWNiuuwMEo2_OnJ_jt_BJcALQnBAHeh9xoTVNZ|*
NH|NORTHHILLSCA|JUYAWA|Junk Yard Warriors 2|Junk Yard Warriors 2|34.222761|-118.38098|NORTH HILLS|CA|JU|YA|WA|https://www.google.com/maps/place/34.222761,-118.38098|https://lh5.ggpht.com/r544CDTIMYR_Ph_r9qbpfRtTGSurEi6duZ1Ypqvan17Awlx75yJsWUEC2JrBw0w3ekgUFpz4Y9nDjyL-GzRH|*
NH|NORTHHILLSCA|MOTR|Monster Truck|Monster Truck|34.225727|-118.382529|NORTH HILLS|CA|MO|TR||https://www.google.com/maps/place/34.225727,-118.382529|https://lh4.ggpht.com/Ip9jL3gOzkIuW9NKx-_KlrzoW9NrfmeJwiGZiZnauXixxjzVT2J5eXAC-3JbhlAaLrUQEIbdA4d4VOY_A5SLiQ|*
NH|NORTHHILLSCA|THDO|Three Dolphins|Three Dolphins|34.223285|-118.386503|NORTH HILLS|CA|TH|DO||https://www.google.com/maps/place/34.223285,-118.386503|https://lh3.googleusercontent.com/Hq-q3NtL4eSN56Yqyjr8IA6iqrUtA5YSs3z_cdhTW7BrE6r2n_kQPGxQKQZeh9u6IG0LzxfvD7Ib-0lFcqloAA|*
NH|NORTHHILLSCA|FLTR|Flying Truck|Flying Truck|34.222066|-118.381401|NORTH HILLS|CA|FL|TR||https://www.google.com/maps/place/34.222066,-118.381401|https://lh3.ggpht.com/9dqLD9NHiYtPu0SRtPj6ePBqOkT9BRGyfIghAg1Gl0Bpd4Q22DWsvjPdPk00HQaLqcITNitkU0KMxb-xoMrV|*
NH|NORTHHILLSCA|MIVAMU|Mission Valley Mural|Mission Valley Mural|34.235445|-118.367095|NORTH HILLS|CA|MI|VA|MU|https://www.google.com/maps/place/34.235445,-118.367095|https://lh6.ggpht.com/0JK0mkMBqrt65qZL9RAvlXqHQUCB_j99jTFNehfEnYqN-XCmOFb1_IgqQ4_7XrSNDobxD8N7yzeT5Fl1XyIX|*
NH|NORTHHILLSCA|CHCH|Christian Church|Christian Church|34.234447|-118.366853|NORTH HILLS|CA|CH|CH||https://www.google.com/maps/place/34.234447,-118.366853|https://lh4.ggpht.com/haDl6NeHzWELwh-5OMvXHxjbKG9tPLPCgZ0B2K0WVI6R8fQ0SBMDFPchmUyqvtFpDy2gpjbBx6dh3q3pLAE|*
NH|NORTHHILLSCA|EAFLMU|Eagles Flight Mural|Eagles Flight Mural|34.239832|-118.428547|NORTH HILLS|CA|EA|FL|MU|https://www.google.com/maps/place/34.239832,-118.428547|https://lh4.ggpht.com/lQrUA5E9G010g4AAZWjCtrbfUlTItfJlB4pt2GRR9pDG010so-G0QIVoYE6c2H04zeCi2I5qmrHj-Szist67|*
NH|NORTHHILLSCA|DICULO|Discovery Cube Los Angeles|Discovery Cube Los Angeles|34.272432|-118.39281|NORTH HILLS|CA|DI|CU|LO|https://www.google.com/maps/place/34.272432,-118.39281|https://lh6.ggpht.com/gz9FYeilI18Ai0aeB-yWriEJnPpjIT2iv05UTO87CGHWNvEGP230uLyPwk4Fc_rmwzEjBuhrpEkNV_gD0EMwVg|*
NH|NORTHHILLSCA|ALDAME|Alex Davidson Memorial Bronze Plaque|Alex Davidson Memorial Bronze Plaque|34.213755|-118.36208|NORTH HILLS|CA|AL|DA|ME|https://www.google.com/maps/place/34.213755,-118.36208|https://lh4.ggpht.com/q3MF-_8gEaAUPBvBe05H7bsfnHwBYXV2dXhL819PVECXQvQN_LpADsR04f22OXYlfvCyEjXMQaQclrmdP0Fc|*
NH|NORTHHILLSCA|PLREST|Planetary Research Station|Planetary Research Station|34.273038|-118.39324|NORTH HILLS|CA|PL|RE|ST|https://www.google.com/maps/place/34.273038,-118.39324|https://lh6.ggpht.com/mflkxjMEGIWtgI-ko6pbvy4OGI7VNUhgCatFGuB699ey4RZuWCTcl6Gsv8N2HEnMIHGIveY0s2ufspolXKxphw|*
NH|NORTHHILLSCA|WAOFLA|Wall of Lake View Terrace|Wall of Lake View Terrace|34.274982|-118.394733|NORTH HILLS|CA|WA|OF|LA|https://www.google.com/maps/place/34.274982,-118.394733|https://lh5.ggpht.com/FxicNbVAV4x19TgaynflDulQodXf-9xTwHjNRHkWXAxaHQSaDq2phABODL_R0mCPOj3QAKQrkhZ-YD4Xqh1AGg|*
NH|NORTHHILLSCA|HADARA|Hansen Dam Ranger Station|Hansen Dam Ranger Station|34.26949|-118.396549|NORTH HILLS|CA|HA|DA|RA|https://www.google.com/maps/place/34.26949,-118.396549|https://lh3.ggpht.com/F3F6K3thOIvxjyp9sjqu7qyARnYpjhS9p6os-ikWRbMmomTD54-wBjHmFlmMAr7cxgqBjPZHeR6uAUOnTocC|*
NH|NORTHHILLSCA|GLFLGA|Glass Flower Garden|Glass Flower Garden|34.223815|-118.387981|NORTH HILLS|CA|GL|FL|GA|https://www.google.com/maps/place/34.223815,-118.387981|https://lh3.ggpht.com/e8P8KPl6Y1C5QAyXiVbvpRfPEwPmwGlR5xESTA7YiPu-RAg8C3_zca6VoyjJiqEWm0OVOZyQDoIqWHrZPvd5|*
